,order_number,order_date,customer_name,channel,product_name,order_quantity,unit_price,revenue,cost,state_code,county,state_name,region name,lat,budget
8338,SO - 000856,2014-07-17,Chatterpoi Corp,Wholesale,Product 4,10,5855.8,58558.0,4567.524,AR,Craighead County,Arkansas,Jonesboro,35.8423,
8339,SO - 0002098,2014-07-17,Oozz Group,Distributor,Product 15,8,5038.400000000001,40307.200000000004,3526.88,MD,Charles County,Maryland,Waldorf,38.62456,
8340,SO - 0002613,2014-07-17,Muxo Group,Distributor,Product 17,8,2566.1,20528.8,1385.694,TX,Fort Bend County/Harris County,Texas,Missouri City,29.56294,
8341,SO - 0003919,2014-07-17,Fivechat Company,Wholesale,Product 3,8,2807.3,22458.4,2049.329,NY,Westchester County,New York,Yonkers,40.93121,
8342,SO - 0007793,2014-07-17,Talane Group,Export,Product 19,6,1822.4,10934.400000000001,1184.5600000000002,PA,Lancaster County,Pennsylvania,Lancaster,40.03788,
8343,SO - 0001276,2014-07-17,Safecor Corp,Distributor,Product 16,5,1005.0,5025.0,683.4000000000001,CA,Alameda County,California,Livermore,37.68187,
8344,SO - 0002078,2014-07-17,Wordtune Company,Wholesale,Product 29,5,3999.9,19999.5,3279.9179999999997,MI,Oakland County,Michigan,Pontiac,42.63892,
8345,SO - 0004035,2014-07-17,CLINIQUE Ltd,Distributor,Product 17,6,5815.6,34893.600000000006,4129.076,AZ,Maricopa County,Arizona,Goodyear,33.43532,
8346,SO - 0006911,2014-07-17,Wordpedia Ltd,Distributor,Product 6,10,3899.4,38994.0,3119.5200000000004,FL,Marion County,Florida,Ocala,29.1872,
8347,SO - 0007203,2014-07-17,Brainspher Ltd,Wholesale,Product 5,10,2579.5,25795.0,1315.545,CA,Alameda County,California,Pleasanton,37.66243,
8348,SO - 0009231,2014-07-17,Zoomdog Corp,Wholesale,Product 25,8,2010.0,16080.0,1386.8999999999999,CA,Santa Barbara County,California,Santa Maria,34.95303,
8349,SO - 0009863,2014-07-17,Mycone Ltd,Distributor,Product 21,12,3504.1,42049.2,1401.64,IL,Macon County,Illinois,Decatur (Township),39.8463,
8350,SO - 0002512,2014-07-17,Flipstorm Group,Distributor,Product 26,5,1031.8,5159.0,412.72,WA,Snohomish County,Washington,Marysville,48.05176,
8351,SO - 0004976,2014-07-17,Mydeo Ltd,Wholesale,Product 5,10,1675.0,16750.0,1155.75,CA,Orange County,California,Costa Mesa,33.64113,
8352,SO - 0005965,2014-07-17,Vitz Company,Export,Product 26,6,1748.7,10492.2,944.2980000000001,CA,Orange County,California,Huntington Beach,33.6603,
8353,SO - 0007367,2014-07-17,Brightdog Corp,Wholesale,Product 3,11,1031.8,11349.8,722.2599999999999,VA,Alexandria city,Virginia,Alexandria,38.80484,
8354,SO - 0010678,2014-07-17,Zoomdog Corp,Wholesale,Product 13,8,683.4,5467.2,444.21,NY,Erie County,New York,Tonawanda (Town),42.98337,
8355,SO - 000923,2014-07-17,Valeant Corp,Wholesale,Product 21,10,227.8,2278.0,132.124,NJ,Union County,New Jersey,Elizabeth,40.66399,
8356,SO - 0001585,2014-07-17,Neutrogena Ltd,Wholesale,Product 19,8,1989.9,15919.2,1432.728,IL,Cook County,Illinois,Leyden,41.93807,
8357,SO - 0002274,2014-07-17,Roberts Company,Export,Product 16,7,247.9,1735.3,148.74,NJ,Middlesex County,New Jersey,Perth Amboy,40.50677,
8358,SO - 0003667,2014-07-17,Brainspher Ltd,Wholesale,Product 5,11,1956.4,21520.4,1212.968,MA,Worcester County,Massachusetts,Worcester,42.26259,
8359,SO - 0004854,2014-07-17,Zoomzone Corp,Export,Product 19,7,1118.9,7832.300000000001,760.8520000000001,FL,Palm Beach County,Florida,Jupiter,26.93422,
8360,SO - 0006338,2014-07-17,Camido Company,Wholesale,Product 14,7,3979.8,27858.600000000002,3144.0420000000004,PA,Erie County,Pennsylvania,Millcreek,42.08594,
8361,SO - 0006354,2014-07-17,Arbor Company,Wholesale,Product 4,5,2559.4,12797.0,1484.452,WA,King County,Washington,Federal Way,47.32232,
8362,SO - 0006683,2014-07-17,Terumo Corp,Wholesale,Product 8,9,3879.3,34913.700000000004,3219.819,MI,Kent County,Michigan,Wyoming,42.91336,
8363,SO - 0007798,2014-07-17,Mylan Corp,Distributor,Product 14,11,1085.4,11939.400000000001,510.13800000000003,VA,Chesapeake city,Virginia,Chesapeake,36.81904,
8364,SO - 000149,2014-07-17,US Ltd,Export,Product 4,6,2003.3,12019.8,921.518,OR,Washington County,Oregon,Aloha,45.49428,
8365,SO - 000810,2014-07-17,Livepath Corp,Wholesale,Product 7,12,1038.5,12462.0,477.71000000000004,MD,Baltimore city,Maryland,Baltimore,39.29038,
8366,SO - 0003310,2014-07-17,General Company,Distributor,Product 26,10,1038.5,10385.0,529.635,IL,Will County,Illinois,Lockport (Township),41.59625,
8367,SO - 0003768,2014-07-17,Linkbuzz Ltd,Export,Product 26,12,1018.4,12220.8,672.144,TX,Parker County/Johnson County/Tarrant County/Wise County/Denton County,Texas,Fort Worth,32.78152,
8368,SO - 0003861,2014-07-17,Fivechat Company,Distributor,Product 25,9,1051.9,9467.1,557.5070000000001,CA,Riverside County,California,Jurupa Valley,34.00259,
8369,SO - 0007034,2014-07-17,Vinte Group,Wholesale,Product 15,8,2646.5,21172.0,1931.945,MI,Wayne County,Michigan,Detroit,42.33143,
8370,SO - 0007845,2014-07-17,Yodoo Ltd,Wholesale,Product 1,7,3283.0,22981.0,1936.9699999999998,TN,Sumner County,Tennessee,Hendersonville,36.30477,
8371,SO - 0009844,2014-07-17,Centizu Company,Wholesale,Product 13,5,2405.3,12026.5,986.173,IL,Will County/DuPage County,Illinois,Bolingbrook,41.69112,
8372,SO - 0008454,2014-07-17,Brainspher Ltd,Distributor,Product 5,5,3584.5,17922.5,2509.1499999999996,IL,Cook County,Illinois,Northfield (Township),42.10881,
8373,SO - 0009798,2014-07-17,Mycone Ltd,Wholesale,Product 8,6,723.6,4341.6,586.1160000000001,CA,Santa Cruz County,California,Watsonville,36.91023,
8374,SO - 0010590,2014-07-17,US Ltd,Distributor,Product 18,12,1896.1000000000001,22753.2,796.3620000000001,ID,Power County/Bannock County,Idaho,Pocatello,42.87158,
8375,SO - 000220,2014-07-17,True Ltd,Distributor,Product 25,10,1266.3,12663.0,582.498,OR,Washington County,Oregon,Aloha,45.49428,
8376,SO - 0001315,2014-07-17,Amerisourc Corp,Export,Product 17,7,2472.3,17306.100000000002,1310.3190000000002,IL,McHenry County,Illinois,Grafton,42.20028,
8377,SO - 0003771,2014-07-17,State Ltd,Wholesale,Product 5,7,2378.5,16649.5,2021.725,TX,Tarrant County/Denton County/Dallas County,Texas,Grapevine,32.93411,
8378,SO - 0003923,2014-07-17,Zoonder Group,Export,Product 27,5,1983.2,9916.0,872.6080000000001,NY,Schenectady County,New York,Schenectady,42.81424,
8379,SO - 0004906,2014-07-17,Vitz Company,Distributor,Product 13,12,3892.7000000000003,46712.4,2218.839,NM,DoÃƒÂ±a Ana County,New Mexico,Las Cruces,32.31232,
8380,SO - 0006729,2014-07-17,Mycone Ltd,Distributor,Product 21,12,3504.1,42049.2,1401.64,OH,Clark County,Ohio,Springfield,39.92423,
8381,SO - 0006903,2014-07-17,Chatterbri Ltd,Wholesale,Product 18,5,917.9,4589.5,743.499,NJ,Monmouth County,New Jersey,Middletown,40.40709,
8382,SO - 000288,2014-07-18,Viva Ltd,Distributor,Product 12,12,1118.9,13426.800000000001,749.6630000000001,OH,Greene County/Montgomery County,Ohio,Kettering,39.69599,
8383,SO - 0002952,2014-07-18,Kazu Corp,Distributor,Product 14,6,1025.1000000000001,6150.6,430.54200000000003,MA,Middlesex County,Massachusetts,Framingham,42.30791,
8384,SO - 0004230,2014-07-18,ALK-Abello Ltd,Export,Product 2,12,1889.4,22672.800000000003,888.018,TX,Aransas County/Kleberg County/Nueces County/San Patricio County,Texas,Corpus Christi,27.75425,
8385,SO - 0006909,2014-07-18,Geiss Company,Wholesale,Product 16,9,167.5,1507.5,112.22500000000001,AZ,Maricopa County,Arizona,Buckeye,33.37032,
8386,SO - 0008598,2014-07-18,Aibox Company,Export,Product 3,8,6036.7,48293.6,3923.855,IL,Cook County,Illinois,Bloom,41.51591,
8387,SO - 0008874,2014-07-18,Tambee Company,Export,Product 17,11,2311.5,25426.5,1502.4750000000001,FL,Palm Beach County,Florida,Boynton Beach,26.52535,
8388,SO - 0001689,2014-07-18,BB17 Company,Distributor,Product 26,11,877.7,9654.7,728.491,CT,Hartford County,Connecticut,East Hartford,41.7607,
8389,SO - 0007294,2014-07-18,Terumo Corp,Distributor,Product 14,12,174.20000000000002,2090.4,94.06800000000001,IL,McLean County,Illinois,Bloomington City,40.47578,
8390,SO - 0007438,2014-07-18,H Ltd,Export,Product 3,7,3919.5,27436.5,2508.48,WI,Waukesha County,Wisconsin,Waukesha,43.01168,
8391,SO - 0010202,2014-07-18,Zoovu Corp,Distributor,Product 1,8,2331.6,18652.8,1865.28,IN,St. Joseph County,Indiana,South Bend,41.68338,
8392,SO - 0008709,2014-07-18,Muxo Group,Wholesale,Product 29,9,1842.5,16582.5,1068.6499999999999,NV,Clark County,Nevada,Sunrise Manor,36.21108,
8393,SO - 0008178,2014-07-18,American Corp,Wholesale,Product 18,6,1139.0,6834.0,717.57,NJ,Middlesex County,New Jersey,Perth Amboy,40.50677,
8394,SO - 0003012,2014-07-18,Kare Corp,Wholesale,Product 1,11,3463.9,38102.9,2528.647,CA,Los Angeles County,California,Bellflower,33.88168,
8395,SO - 0003807,2014-07-18,SHISEIDO Ltd,Wholesale,Product 25,10,1105.5,11055.0,795.9599999999999,NC,Durham County/Wake County,North Carolina,Raleigh,35.8306,
8396,SO - 0005884,2014-07-18,Skiptube Ltd,Wholesale,Product 26,7,1735.3,12147.1,1180.0040000000001,MD,Baltimore city,Maryland,Baltimore,39.29038,
8397,SO - 0007701,2014-07-18,Deseret Group,Wholesale,Product 17,8,3055.2000000000003,24441.600000000002,1894.2240000000002,KS,Johnson County,Kansas,Lenexa,38.95362,
8398,SO - 0007768,2014-07-18,Voonyx Group,Wholesale,Product 14,10,1212.7,12127.0,582.096,TX,Galveston County,Texas,Galveston,29.30139,
8399,SO - 0010694,2014-07-18,Internatio Company,Wholesale,Product 26,8,1078.7,8629.6,787.451,MA,Worcester County,Massachusetts,Worcester,42.26259,
8400,SO - 0009091,2014-07-18,NARS Group,Distributor,Product 25,6,3986.5,23919.0,2710.82,TX,Tarrant County/Ellis County/Dallas County,Texas,Grand Prairie,32.68695,
8401,SO - 0009605,2014-07-18,Thoughtmix Ltd,Wholesale,Product 26,5,1159.1000000000001,5795.500000000001,915.6890000000002,NY,Schenectady County,New York,Schenectady,42.81424,
8402,SO - 000639,2014-07-18,Bath Group,Distributor,Product 26,11,1031.8,11349.8,505.582,OH,Montgomery County,Ohio,Washington,39.62596,
8403,SO - 0001198,2014-07-18,Mydeo Ltd,Wholesale,Product 4,6,3993.2000000000003,23959.2,3314.356,CA,Alameda County,California,Pleasanton,37.66243,
8404,SO - 0004732,2014-07-18,SHISEIDO Ltd,Wholesale,Product 20,8,1340.0,10720.0,737.0000000000001,IL,Cook County,Illinois,Cicero (Township),41.84454,
8405,SO - 0007680,2014-07-18,Fred's Company,Wholesale,Product 3,11,1755.4,19309.4,754.822,MI,Macomb County,Michigan,Shelby,42.6731,
8406,SO - 0008824,2014-07-18,Zoonoodle Ltd,Wholesale,Product 13,5,804.0,4020.0,683.4,FL,Palm Beach County,Florida,Wellington,26.65868,
8407,SO - 0010597,2014-07-18,Yodoo Ltd,Wholesale,Product 18,10,227.8,2278.0,102.51,LA,Calcasieu Parish,Louisiana,Lake Charles,30.22659,
8408,SO - 0001646,2014-07-18,Voolia Ltd,Distributor,Product 25,11,227.8,2505.8,186.796,IA,Madison County/Warren County/Dallas County/Polk County,Iowa,West Des Moines,41.54994,
8409,SO - 0003220,2014-07-18,Yombu Corp,Distributor,Product 25,6,857.6,5145.6,497.40799999999996,MD,Montgomery County,Maryland,Silver Spring,38.99067,
8410,SO - 0003322,2014-07-18,Gigabox Group,Wholesale,Product 4,7,5272.900000000001,36910.3,4165.591,WA,King County,Washington,Shoreline,47.75565,
8411,SO - 0004461,2014-07-18,Skyble Corp,Wholesale,Product 26,11,2438.8,26826.800000000003,1414.504,CO,El Paso County,Colorado,Colorado Springs,38.83388,
8412,SO - 0007153,2014-07-18,Aibox Company,Wholesale,Product 18,10,4013.3,40133.0,3210.6400000000003,OR,Benton County/Linn County,Oregon,Albany,44.62693,
8413,SO - 000281,2014-07-18,Skyble Corp,Export,Product 14,11,1675.0,18425.0,1072.0,AL,Tuscaloosa County,Alabama,Tuscaloosa,33.20984,
8414,SO - 000710,2014-07-18,Eire Corp,Distributor,Product 4,6,3356.7000000000003,20140.2,1846.1850000000004,OK,Wagoner County/Tulsa County,Oklahoma,Broken Arrow,36.03653,
8415,SO - 0001797,2014-07-18,Pacific Ltd,Export,Product 13,8,1038.5,8308.0,726.9499999999999,NJ,Ocean County,New Jersey,Jackson,40.0908,
8416,SO - 0002454,2014-07-18,SEINDNI Corp,Distributor,Product 2,10,938.0,9380.0,450.24,TX,Tarrant County/Ellis County/Dallas County,Texas,Grand Prairie,32.68695,
8417,SO - 0003472,2014-07-18,Realbridge Corp,Wholesale,Product 2,7,844.2,5909.400000000001,379.89000000000004,MN,Dakota County,Minnesota,Apple Valley,44.73191,
8418,SO - 0006247,2014-07-19,Feednation Corp,Distributor,Product 3,7,1675.0,11725.0,1323.25,NJ,Essex County,New Jersey,Newark,40.73566,
8419,SO - 0010745,2014-07-19,Unit Ltd,Wholesale,Product 14,5,2566.1,12830.5,1026.44,CA,San Diego County,California,Escondido,33.11921,
8420,SO - 0010241,2014-07-19,Zava Group,Wholesale,Product 17,11,5092.0,56012.0,3360.7200000000003,NJ,Mercer County,New Jersey,Trenton,40.21705,
8421,SO - 000607,2014-07-19,Neutrogena Ltd,Wholesale,Product 2,8,3705.1,29640.8,2111.9069999999997,IL,Will County,Illinois,Lockport (Township),41.59625,
8422,SO - 0005711,2014-07-19,SHISEIDO Ltd,Wholesale,Product 18,9,1252.9,11276.1,751.74,NC,Mecklenburg County,North Carolina,Charlotte,35.22709,
8423,SO - 0007068,2014-07-19,Zoovu Corp,Distributor,Product 1,8,2331.6,18652.8,1865.28,CT,Fairfield County,Connecticut,Stamford,41.05343,
8424,SO - 0008062,2014-07-19,Geiss Company,Wholesale,Product 18,10,3892.7000000000003,38927.0,2724.89,CO,Douglas County,Colorado,Castle Rock,39.37221,
8425,SO - 0010193,2014-07-19,Voolia Ltd,Distributor,Product 11,6,1011.7,6070.200000000001,495.733,TX,Williamson County/Travis County,Texas,Round Rock,30.52524,
8426,SO - 0009524,2014-07-19,Thoughtmix Ltd,Distributor,Product 23,11,5159.0,56749.0,2321.55,FL,Escambia County,Florida,Pensacola,30.42131,
8427,SO - 0008647,2014-07-19,ALK-Abello Ltd,Distributor,Product 2,10,3303.1,33031.0,2312.1699999999996,CA,Riverside County,California,Hemet,33.74752,
8428,SO - 000333,2014-07-19,Flipbug Ltd,Wholesale,Product 27,8,1185.9,9487.2,948.7200000000001,IL,Cook County,Illinois,Oak Park,41.88503,
8429,SO - 0001138,2014-07-19,BTA Corp,Wholesale,Product 26,12,247.9,2974.8,178.488,ID,Canyon County,Idaho,Caldwell,43.66294,
8430,SO - 0004397,2014-07-19,Aimbo Corp,Distributor,Product 25,10,227.8,2278.0,97.95400000000001,TX,Harris County,Texas,Atascocita,29.99883,
8431,SO - 0009864,2014-07-19,Nexus Group,Wholesale,Product 15,11,2452.2000000000003,26974.200000000004,1029.924,UT,Utah County,Utah,Provo,40.23384,
8432,SO - 0009389,2014-07-19,Amerisourc Corp,Distributor,Product 2,8,1172.5,9380.0,527.625,TX,Collin County,Texas,Allen,33.10317,
8433,SO - 0009510,2014-07-19,GOOD Ltd,Wholesale,Product 26,12,2425.4,29104.800000000003,970.1600000000001,MI,Macomb County,Michigan,Shelby,42.6731,
8434,SO - 0002984,2014-07-19,Linkbuzz Ltd,Distributor,Product 10,10,1018.4,10184.0,437.912,AL,Lee County,Alabama,Auburn,32.60986,
8435,SO - 0003503,2014-07-19,Wise Company,Wholesale,Product 1,7,1246.2,8723.4,984.498,ID,Ada County,Idaho,Boise City,43.6135,
8436,SO - 0005488,2014-07-19,Amerisourc Corp,Distributor,Product 26,5,6465.5,32327.5,4073.265,CA,Contra Costa County,California,Walnut Creek,37.90631,
8437,SO - 0005602,2014-07-19,Tekfly Group,Distributor,Product 15,6,268.0,1608.0,174.20000000000002,NM,DoÃƒÂ±a Ana County,New Mexico,Las Cruces,32.31232,
8438,SO - 0005955,2014-07-19,Cadila Ltd,Wholesale,Product 1,8,268.0,2144.0,147.4,IA,Warren County/Polk County,Iowa,Des Moines,41.57259,
8439,SO - 0006322,2014-07-19,Pacific Ltd,Export,Product 2,11,3725.2000000000003,40977.200000000004,2756.648,FL,Broward County,Florida,Plantation,26.12759,
8440,SO - 0008435,2014-07-19,Voonyx Group,Export,Product 2,7,254.6,1782.2,175.67399999999998,IL,McHenry County,Illinois,Algonquin (Township),42.19807,
8441,SO - 0009266,2014-07-19,Kaymbo Company,Distributor,Product 4,9,1005.0,9045.0,462.3,IA,Plymouth County/Woodbury County,Iowa,Sioux City,42.49567,
8442,SO - 0009991,2014-07-19,Cadila Ltd,Wholesale,Product 11,12,5494.0,65928.0,4010.62,CA,San Diego County,California,La Mesa,32.76778,
8443,SO - 0008337,2014-07-19,Valeant Corp,Distributor,Product 18,10,1105.5,11055.0,442.20000000000005,CA,Yolo County,California,Woodland,38.67852,
8444,SO - 0005583,2014-07-19,Mydeo Ltd,Wholesale,Product 5,7,810.7,5674.900000000001,567.49,MO,Cass County/Jackson County,Missouri,Lee's Summit,38.9216,
8445,SO - 0006467,2014-07-19,Cantrell Company,Export,Product 13,11,261.3,2874.3,198.58800000000002,CA,Los Angeles County,California,Lancaster,34.69804,
8446,SO - 0006792,2014-07-19,GOOD Ltd,Wholesale,Product 17,8,167.5,1340.0,77.05,NC,Cumberland County,North Carolina,Fayetteville,35.05266,
8447,SO - 0008690,2014-07-19,H Ltd,Distributor,Product 13,6,2680.0,16080.0,2144.0,MA,Norfolk County,Massachusetts,Brookline,42.32385,
8448,SO - 0002236,2014-07-19,Cadila Ltd,Export,Product 7,8,2405.3,19242.4,1154.544,CA,Alameda County,California,Berkeley,37.87159,
8449,SO - 0004099,2014-07-19,Snaptags Ltd,Distributor,Product 14,9,3852.5,34672.5,2465.6,AR,Washington County/Benton County,Arkansas,Springdale,36.19007,
8450,SO - 0004328,2014-07-19,Rhynoodle Ltd,Wholesale,Product 26,8,1058.6000000000001,8468.800000000001,698.6760000000002,SC,Lexington County/Richland County,South Carolina,Columbia,34.0291,
8451,SO - 0004469,2014-07-19,sanofi-ave Group,Wholesale,Product 8,10,3872.6,38726.0,2284.834,MN,Hennepin County,Minnesota,Brooklyn Park,45.09413,
8452,SO - 0001723,2014-07-20,Fivechat Company,Wholesale,Product 1,11,6398.5,70383.5,3647.1449999999995,CA,Los Angeles County,California,West Covina,34.06862,
8453,SO - 0003063,2014-07-20,Brightdog Corp,Distributor,Product 1,5,1936.3,9681.5,1123.0539999999999,MD,Montgomery County,Maryland,Rockville,39.084,
8454,SO - 0004915,2014-07-20,Vitz Company,Distributor,Product 5,10,3932.9,39329.0,3185.6490000000003,CA,Solano County,California,Vacaville,38.35658,
8455,SO - 0005083,2014-07-20,Jabbercube Corp,Export,Product 2,6,2412.0,14472.0,1736.6399999999999,MI,Wayne County,Michigan,Taylor,42.24087,
8456,SO - 0007010,2014-07-20,Pacific Ltd,Wholesale,Product 18,7,1031.8,7222.599999999999,577.808,CO,Jefferson County/Adams County,Colorado,Arvada,39.83373,
8457,SO - 0007254,2014-07-20,Viva Ltd,Export,Product 21,9,1273.0,11457.0,814.72,TX,Aransas County/Kleberg County/Nueces County/San Patricio County,Texas,Corpus Christi,27.75425,
8458,SO - 0007889,2014-07-20,Topiczoom Corp,Wholesale,Product 1,9,5051.8,45466.200000000004,3081.598,MI,Oakland County,Michigan,Waterford,42.66198,
8459,SO - 0009607,2014-07-20,Flipbug Ltd,Wholesale,Product 24,9,964.8000000000001,8683.2,482.40000000000003,OH,Greene County,Ohio,Beavercreek (Township),39.72765,
8460,SO - 0009596,2014-07-20,Zava Group,Wholesale,Product 7,9,1829.1000000000001,16461.9,1225.497,PA,Allegheny County,Pennsylvania,Pittsburgh,40.44062,
8461,SO - 000905,2014-07-20,Viva Ltd,Distributor,Product 28,12,844.2,10130.400000000001,337.68000000000006,UT,Utah County,Utah,Provo,40.23384,
8462,SO - 000948,2014-07-20,Shuffledri Group,Wholesale,Product 25,7,924.6,6472.2,730.4340000000001,AZ,Pima County,Arizona,Catalina Foothills,32.29785,
8463,SO - 0001429,2014-07-20,Oba Company,Distributor,Product 15,8,1179.2,9433.6,978.736,AZ,Pima County,Arizona,Casas Adobes,32.32341,
8464,SO - 0009997,2014-07-20,SAFEWAY Ltd,Wholesale,Product 17,5,944.7,4723.5,755.7600000000001,UT,Salt Lake County,Utah,Sandy,40.59161,
8465,SO - 0001131,2014-07-20,Roberts Company,Wholesale,Product 2,9,3269.6,29426.399999999998,2059.848,IL,DuPage County,Illinois,Addison (Township),41.948,
8466,SO - 0001911,2014-07-20,Meejo Corp,Distributor,Product 2,5,2579.5,12897.5,1625.085,MN,Anoka County,Minnesota,Coon Rapids,45.11997,
8467,SO - 0006338,2014-07-20,Camido Company,Wholesale,Product 14,7,3979.8,27858.600000000002,3144.0420000000004,MI,Oakland County,Michigan,Troy,42.60559,
8468,SO - 0006787,2014-07-20,Feednation Corp,Distributor,Product 26,7,3484.0,24388.0,2717.52,CT,Fairfield County,Connecticut,Stamford (Town),41.07986,
8469,SO - 0007115,2014-07-20,Ozu Ltd,Distributor,Product 26,10,3886.0,38860.0,2914.5,FL,Hillsborough County,Florida,Town 'n' Country,28.01057,
8470,SO - 0010439,2014-07-20,Twimbo Company,Distributor,Product 3,5,1038.5,5192.5,446.555,CA,Los Angeles County,California,Lancaster,34.69804,
8471,SO - 0010636,2014-07-20,Johnson Ltd,Wholesale,Product 1,6,1996.6000000000001,11979.6,1417.586,CO,Adams County/Douglas County/Arapahoe County,Colorado,Aurora,39.688,
8472,SO - 000468,2014-07-20,Blogspan Ltd,Distributor,Product 28,7,991.6,6941.2,594.96,FL,Hillsborough County,Florida,Town 'n' Country,28.01057,
8473,SO - 0002365,2014-07-20,Liberty Group,Distributor,Product 26,5,5272.900000000001,26364.500000000004,2636.4500000000003,MA,Worcester County,Massachusetts,Worcester,42.26259,
8474,SO - 0002405,2014-07-20,Revitol Company,Wholesale,Product 26,7,964.8000000000001,6753.6,694.6560000000001,FL,Broward County,Florida,Pompano Beach,26.23786,
8475,SO - 0002488,2014-07-20,General Company,Distributor,Product 12,10,6070.2,60702.0,4552.65,CA,Yolo County,California,West Sacramento,38.58046,
8476,SO - 0004421,2014-07-20,Avavee Group,Distributor,Product 25,7,227.8,1594.6000000000001,113.9,NJ,Ocean County,New Jersey,Jackson,40.0908,
8477,SO - 0004773,2014-07-20,SEINDNI Corp,Distributor,Product 1,8,1862.6000000000001,14900.800000000001,1229.3160000000003,OR,Benton County/Linn County,Oregon,Albany,44.62693,
8478,SO - 0005097,2014-07-20,Zoomzone Corp,Distributor,Product 4,12,2505.8,30069.600000000002,1954.5240000000001,AZ,Maricopa County,Arizona,Mesa,33.42227,
8479,SO - 0006604,2014-07-20,Kare Corp,Wholesale,Product 18,12,1943.0,23316.0,1632.12,CA,Los Angeles County,California,Lynwood,33.93029,
8480,SO - 0007674,2014-07-20,Realbuzz Ltd,Wholesale,Product 26,6,1728.6000000000001,10371.6,1382.88,CT,New Haven County,Connecticut,New Haven (Town),41.310810000000004,
8481,SO - 0009514,2014-07-20,Camido Company,Wholesale,Product 19,11,904.5,9949.5,587.9250000000001,IN,Lake County,Indiana,North,41.61329,
8482,SO - 0008100,2014-07-20,Neutrogena Ltd,Wholesale,Product 26,7,1715.2,12006.4,806.144,WA,Pierce County,Washington,South Hill,47.14121,
8483,SO - 000491,2014-07-20,Mydo Corp,Wholesale,Product 15,11,2452.2000000000003,26974.200000000004,1912.7160000000003,IL,Cook County,Illinois,Hanover,42.02803,
8484,SO - 000855,2014-07-20,Mydo Corp,Distributor,Product 25,7,2445.5,17118.5,1222.75,CA,Los Angeles County,California,Rowland Heights,33.97612,
8485,SO - 000885,2014-07-20,WOCKHARDT Group,Wholesale,Product 6,12,3986.5,47838.0,2870.2799999999997,MN,Hennepin County,Minnesota,Plymouth,45.01052,
8486,SO - 0003389,2014-07-20,Cogidoo Company,Wholesale,Product 5,12,2485.7000000000003,29828.4,1615.7050000000002,FL,Miami-Dade County,Florida,Kendale Lakes,25.70816,
8487,SO - 0005834,2014-07-20,CARDINAL Group,Wholesale,Product 16,7,3906.1,27342.7,2538.965,MA,Hampden County,Massachusetts,Springfield,42.10148,
8488,SO - 0006400,2014-07-20,Arbor Company,Wholesale,Product 17,5,5219.3,26096.5,3027.194,MN,Hennepin County,Minnesota,Minneapolis,44.97997,
8489,SO - 0007223,2014-07-20,Unit Ltd,Distributor,Product 19,9,2539.3,22853.7,1472.794,TX,Tarrant County,Texas,Arlington,32.73569,
8490,SO - 0007256,2014-07-20,Eire Corp,Distributor,Product 14,5,3979.8,19899.0,2308.284,CA,Los Angeles County,California,Burbank,34.18084,
8491,SO - 0007617,2014-07-20,Fivechat Company,Distributor,Product 5,10,2519.2000000000003,25192.000000000004,1435.944,CO,El Paso County,Colorado,Colorado Springs,38.83388,
8492,SO - 0010492,2014-07-20,Oozz Group,Wholesale,Product 26,6,3705.1,22230.6,2964.08,CA,Sonoma County,California,Petaluma,38.23242,
8493,SO - 0001071,2014-07-20,Browsebug Company,Export,Product 13,10,1112.2,11122.0,500.49,VA,Virginia Beach city,Virginia,Virginia Beach,36.85293,
8494,SO - 0001902,2014-07-20,Accord Group,Wholesale,Product 2,5,2579.5,12897.5,1496.11,AR,Pulaski County,Arkansas,Little Rock,34.74648,
8495,SO - 0002885,2014-07-20,ALK-Abello Ltd,Distributor,Product 16,10,2492.4,24924.0,1146.5040000000001,TN,Sumner County,Tennessee,Hendersonville,36.30477,
8496,SO - 0004213,2014-07-20,True Ltd,Distributor,Product 11,11,1842.5,20267.5,1123.925,AZ,Pima County,Arizona,Casas Adobes,32.32341,
8497,SO - 0005700,2014-07-20,Mylan Corp,Wholesale,Product 4,7,1058.6000000000001,7410.200000000001,455.19800000000004,IL,DuPage County,Illinois,Bloomingdale (Township),41.94563,
8498,SO - 0005986,2014-07-20,Skippad Ltd,Wholesale,Product 13,11,3939.6,43335.6,2560.7400000000002,OR,Benton County,Oregon,Corvallis,44.56457,
8499,SO - 0006514,2014-07-20,Realcube Company,Wholesale,Product 2,10,1078.7,10787.0,431.48,GA,Peach County/Houston County,Georgia,Warner Robins,32.5971,
8500,SO - 0009354,2014-07-20,Eire Corp,Wholesale,Product 11,11,944.7,10391.7,765.2070000000001,WA,Benton County,Washington,Richland,46.28569,
8501,SO - 0009705,2014-07-20,Eidel Corp,Distributor,Product 17,11,3973.1,43704.1,2423.591,CT,Fairfield County,Connecticut,Stratford,41.20569,
8502,SO - 0003304,2014-07-21,Aimbo Corp,Wholesale,Product 25,12,1051.9,12622.800000000001,778.4060000000001,CO,Adams County,Colorado,Commerce City,39.80832,
8503,SO - 0005216,2014-07-21,Quaxo Ltd,Wholesale,Product 23,6,951.4,5708.4,589.8679999999999,CT,Fairfield County,Connecticut,Danbury (Town),41.39874,
8504,SO - 0006028,2014-07-21,Buzzbean Group,Export,Product 2,12,3926.2000000000003,47114.4,1845.314,CA,Placer County,California,Roseville,38.75212,
