,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,Region Name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State
10771,SO - 0007607,2014-09-13,151,Distributor,USD,AXW291,934,5,11,2860.9,31469.9,1316.0140000000001,Snaptags Ltd,Product 5,South Jordan,Salt Lake County,UT,Utah,City,40.56217,-111.92966,385,66648,16748,94183,57533764,228038,America/Denver,Utah
10772,SO - 0008124,2014-09-13,74,Distributor,USD,AXW291,297,26,8,1018.4,8147.2,794.352,Dazzlesphe Corp,Product 26,Fort Myers,Lee County,FL,Florida,City,26.64063,-81.87231,941,74013,25095,39039,103020979,23820848,America/New York,Florida
10773,SO - 0008861,2014-09-13,27,Export,USD,GUT930,214,8,12,2291.4,27496.800000000003,1695.636,Wise Company,Product 8,Walnut Creek,Contra Costa County,CA,California,City,37.90631,-122.06496,925,68910,30317,82120,51175071,31195,America/Los Angeles,California
10774,SO - 0002959,2014-09-13,77,Export,USD,GUT930,657,2,9,3048.5,27436.5,1798.615,Valeant Corp,Product 2,Durham,Durham County/Orange County/Wake County,NC,North Carolina,City,35.98115,-78.90293,919,257636,100513,50420,284339132,2323182,America/New York,North Carolina
10775,SO - 0003982,2014-09-13,42,Distributor,USD,AXW291,176,22,8,5105.400000000001,40843.200000000004,2042.1600000000003,Colgate-Pa Group,Product 22,San Clemente,Orange County,CA,California,City,33.42697,-117.61199,949,65526,24069,98153,47542284,1965336,America/Los Angeles,California
10776,SO - 0004706,2014-09-13,42,Wholesale,USD,AXW291,758,11,6,2418.7000000000003,14512.2,1330.2850000000003,Colgate-Pa Group,Product 11,Oyster Bay,Nassau County,NY,New York,Town,40.80049,-73.51056,516,298768,98509,112162,268689279,170041808,America/New York,New York
10777,SO - 0006490,2014-09-13,146,Wholesale,USD,NXH382,531,14,12,2365.1,28381.199999999997,1821.127,Vimbo Company,Product 14,Bossier City,Bossier Parish,LA,Louisiana,City,32.51599,-93.73212,318,68094,25540,47342,111133147,2556414,America/Chicago,Louisiana
10778,SO - 0006924,2014-09-13,26,Distributor,USD,AXW291,819,14,8,5802.2,46417.6,4177.584,Avavee Group,Product 14,Allentown,Lehigh County,PA,Pennsylvania,City,40.60843,-75.49018,610,120207,41244,36930,45448161,1238395,America/New York,Pennsylvania
10779,SO - 0007437,2014-09-13,58,Export,USD,AXW291,575,23,11,3819.0,42009.0,2902.44,Ozu Ltd,Product 23,Glen Burnie,Anne Arundel County,MD,Maryland,CDP,39.16261,-76.62469,410,67559,26836,61966,44867176,1836786,America/New York,Maryland
10780,SO - 0010637,2014-09-13,79,Wholesale,USD,NXH382,134,25,8,837.5,6700.0,711.875,Blogspan Ltd,Product 25,Murrieta,Riverside County,CA,California,City,33.55391,-117.21392,951,109830,32685,74610,87023902,93770,America/Los Angeles,California
10781,SO - 0006968,2014-09-13,165,Distributor,USD,AXW291,938,5,8,3999.9,31999.2,3319.917,Buzzshare Company,Product 5,West Valley City,Salt Lake County,UT,Utah,City,40.69161,-112.00105,385,136208,36213,52534,91854060,136726,America/Denver,Utah
10782,SO - 0010179,2014-09-13,9,Export,USD,FLR025,266,26,8,1896.1000000000001,15168.800000000001,1611.6850000000002,Walgreen Corp,Product 26,Norwalk (Town),Fairfield County,CT,Connecticut,Town,41.09274,-73.4198,203,88485,34137,76987,59275297,34928497,America/New York,Connecticut
10783,SO - 0008520,2014-09-13,127,Wholesale,USD,GUT930,484,26,7,3879.3,27155.100000000002,2754.303,Topco Company,Product 26,Fishers,Hamilton County,IN,Indiana,City,39.95559,-86.01387,317,88658,29366,95487,90568356,5813425,America/Indiana/Indianapolis,Indiana
10784,SO - 0010377,2014-09-13,43,Distributor,USD,AXW291,935,20,12,2546.0,30552.0,1654.9,Pacific Ltd,Product 20,St. George,Washington County,UT,Utah,City,37.10415,-113.58412,435,80202,26136,49614,197739523,1146051,America/Denver,Utah
10785,SO - 0008316,2014-09-13,85,Distributor,USD,GUT930,182,15,8,1212.7,9701.6,557.8420000000001,Lazzy Group,Product 15,San Mateo,San Mateo County,CA,California,City,37.56299,-122.32553,650,103536,37861,90208,31415730,9721639,America/Los Angeles,California
10786,SO - 000710,2014-09-13,4,Distributor,USD,GUT930,825,4,6,3356.7000000000003,20140.2,1846.1850000000004,Eire Corp,Product 4,Levittown,Bucks County,PA,Pennsylvania,CDP,40.15511,-74.82877,445,51326,18095,69878,26311722,253129,America/New York,Pennsylvania
10787,SO - 0001434,2014-09-13,162,Wholesale,USD,AXW291,199,4,12,1018.4,12220.8,539.7520000000001,Oba Company,Product 4,Sunnyvale,Santa Clara County,CA,California,City,37.36883,-122.03635,408,151754,55094,105401,56936612,1817655,America/Los Angeles,California
10788,SO - 0002552,2014-09-13,33,Wholesale,USD,NXH382,846,25,6,3892.7000000000003,23356.2,1829.569,Cadila Ltd,Product 25,Chattanooga,Hamilton County,TN,Tennessee,City,35.04563,-85.30968,423,176588,70228,40177,370573763,19930234,America/New York,Tennessee
10789,SO - 0003592,2014-09-13,35,Wholesale,USD,AXW291,546,15,9,3021.7000000000003,27195.300000000003,1269.114,Aromaticos Company,Product 15,Framingham (CDP),Middlesex County,MA,Massachusetts,CDP,42.27926,-71.41617,774,69900,27028,68219,64865527,3789373,America/New York,Massachusetts
10790,SO - 0004779,2014-09-13,167,Wholesale,USD,GUT930,690,6,10,3946.3,39463.0,2525.632,Nlounge Ltd,Product 6,Howell,Monmouth County,NJ,New Jersey,Township,40.18205,-74.19852,848,52104,17638,93733,156847674,1689058,America/New York,New Jersey
10791,SO - 0007069,2014-09-13,151,Distributor,USD,NXH382,975,1,11,241.20000000000002,2653.2000000000003,161.604,Snaptags Ltd,Product 1,South Hill,Pierce County,WA,Washington,CDP,47.14121,-122.27012,253,54878,18435,75241,47548884,217658,America/Los Angeles,Washington
10792,SO - 000499,2014-09-13,89,Wholesale,USD,NXH382,639,6,9,201.0,1809.0,80.4,Internatio Company,Product 6,O'Fallon,St. Charles County,MO,Missouri,City,38.81061,-90.69985,636,85040,29811,78266,76915110,12882,America/Chicago,Missouri
10793,SO - 0001997,2014-09-13,23,Distributor,USD,FLR025,23,15,11,2010.0,22110.0,864.3,Devpoint Group,Product 15,Chandler,Maricopa County,AZ,Arizona,City,33.30616,-111.84125,480,260828,88973,72695,168153308,260378,America/Phoenix,Arizona
10794,SO - 0003556,2014-09-13,95,Export,USD,AXW291,961,25,12,2425.4,29104.800000000003,1455.24,Realbridge Corp,Product 25,Federal Way,King County,WA,Washington,City,47.32232,-122.31262,253,95171,34117,55673,57690704,530889,America/Los Angeles,Washington
10795,SO - 0003644,2014-09-13,10,Wholesale,USD,GUT930,320,5,6,5427.0,32562.0,3201.93,Unit Ltd,Product 5,Ocala,Marion County,FL,Florida,City,29.1872,-82.14009,352,58218,21664,35924,118749898,0,America/New York,Florida
10796,SO - 0003985,2014-09-13,46,Export,USD,AXW291,395,13,5,3470.6,17353.0,2950.0099999999998,Chatterpoi Corp,Product 13,Bloomingdale (Township),DuPage County,IL,Illinois,Township,41.94563,-88.08462,630,113024,40097,68474,88284784,3206299,America/Chicago,Illinois
10797,SO - 0004506,2014-09-13,48,Wholesale,USD,NXH382,674,13,10,3872.6,38726.0,2207.3819999999996,Rochester Group,Product 13,Lincoln,Lancaster County,NE,Nebraska,City,40.8,-96.66696,402,277348,107574,49840,238566678,3507136,America/Chicago,Nebraska
10798,SO - 0004584,2014-09-13,109,Wholesale,USD,AXW291,500,16,10,187.6,1876.0,91.92399999999999,WOCKHARDT Group,Product 16,Noblesville (Township),Hamilton County,IN,Indiana,Township,40.05365,-86.02173,317,56473,20007,71491,121232710,5969186,America/Indiana/Indianapolis,Indiana
10799,SO - 0004729,2014-09-13,100,Wholesale,USD,AXW291,461,6,8,1098.8,8790.4,472.484,Aibox Company,Product 6,Vernon,Lake County,IL,Illinois,Township,42.19779,-87.94553,847,67935,24876,106312,92753877,1049981,America/Chicago,Illinois
10800,SO - 0005536,2014-09-13,74,Wholesale,USD,GUT930,950,5,7,737.0,5159.0,390.61,Dazzlesphe Corp,Product 5,Portsmouth,Portsmouth city,VA,Virginia,City,36.83543,-76.29827,757,96201,36757,45676,86247836,34658655,America/New York,Virginia
10801,SO - 0006446,2014-09-13,6,Distributor,USD,NXH382,300,3,8,2331.6,18652.8,1025.904,Family Corp,Product 3,Hialeah,Miami-Dade County,FL,Florida,City,25.8576,-80.27811,305,237069,69219,29249,55623172,3481216,America/New York,Florida
10802,SO - 0006623,2014-09-13,112,Wholesale,USD,AXW291,987,8,5,3859.2000000000003,19296.0,1929.6000000000001,Skiptube Ltd,Product 8,Madison,Dane County,WI,Wisconsin,City,43.07305,-89.40123,608,248951,104087,54896,199339279,44491310,America/Chicago,Wisconsin
10803,SO - 0007836,2014-09-13,30,Wholesale,USD,NXH382,160,20,6,1829.1000000000001,10974.6,1371.825,Shuffledri Group,Product 20,Rancho Cucamonga,San Bernardino County,CA,California,City,34.1064,-117.59311,909,175236,55240,77396,103562370,24723,America/Los Angeles,California
10804,SO - 0009902,2014-09-13,26,Wholesale,USD,GUT930,613,1,8,5500.7,44005.6,2420.308,Avavee Group,Product 1,Apple Valley,Dakota County,MN,Minnesota,City,44.73191,-93.21772,952,51221,19413,80478,43884096,1771507,America/Chicago,Minnesota
10805,SO - 0009658,2014-09-13,84,Wholesale,USD,GUT930,301,17,11,1072.0,11792.0,696.8000000000001,The Ltd,Product 17,Hollywood,Broward County,FL,Florida,City,26.0112,-80.14949,954,149728,55823,46791,70639073,8937087,America/New York,Florida
10806,SO - 0004906,2014-09-14,108,Distributor,USD,AXW291,276,13,12,3892.7000000000003,46712.4,2218.839,Vitz Company,Product 13,West Haven (Town),New Haven County,CT,Connecticut,Town,41.27212,-72.9675,203,54927,20137,50846,27834890,439572,America/New York,Connecticut
10807,SO - 0006896,2014-09-14,35,Distributor,USD,AXW291,692,26,5,998.3000000000001,4991.5,778.6740000000001,Aromaticos Company,Product 26,Jackson,Ocean County,NJ,New Jersey,Township,40.0908,-74.36126,848,56416,20131,84871,256852907,3574864,America/New York,New Jersey
10808,SO - 0006901,2014-09-14,38,Distributor,USD,AXW291,100,25,8,3242.8,25942.4,1426.832,Neutrogena Ltd,Product 25,Hawthorne,Los Angeles County,CA,California,City,33.9164,-118.35257,424,88451,29159,44504,15750339,28946,America/Los Angeles,California
10809,SO - 0009756,2014-09-14,173,Wholesale,USD,AXW291,837,11,6,1105.5,6633.0,475.365,H Ltd,Product 11,Charleston,Berkeley County/Charleston County,SC,South Carolina,City,32.81793,-79.95896,843,132609,52450,55546,282372739,47927393,America/New York,South Carolina
10810,SO - 0009479,2014-09-14,156,Export,USD,NXH382,931,13,6,1072.0,6432.0,503.84,Actavis Company,Product 13,Provo,Utah County,UT,Utah,City,40.23384,-111.65853,385,115264,32506,41291,107922719,6474977,America/Denver,Utah
10811,SO - 0004583,2014-09-14,50,Export,USD,GUT930,141,6,6,1742.0,10452.0,1341.34,Wordtune Company,Product 6,Oceanside,San Diego County,CA,California,City,33.19587,-117.37948,760,175691,60493,57703,106841893,2392242,America/Los Angeles,California
10812,SO - 0006765,2014-09-14,117,Wholesale,USD,GUT930,738,20,6,5085.3,30511.800000000003,3000.3269999999998,ALK-Abello Ltd,Product 20,Cheektowaga (CDP),Erie County,NY,New York,CDP,42.90339,-78.75475,716,74967,33288,48508,65674395,146522,America/New York,New York
10813,SO - 0007325,2014-09-14,18,Wholesale,USD,AXW291,224,1,10,1226.1000000000001,12261.000000000002,674.3550000000001,Omba Group,Product 1,Arvada,Jefferson County/Adams County,CO,Colorado,City,39.83373,-105.15031,303,115368,44615,69938,100047257,1882996,America/Denver,Colorado
10814,SO - 0008639,2014-09-14,56,Wholesale,USD,GUT930,111,21,6,1802.3,10813.8,1315.6789999999999,Realpoint Corp,Product 21,Laguna Niguel,Orange County,CA,California,City,33.52253,-117.70755,949,65806,24877,95536,38178711,133550,America/Los Angeles,California
10815,SO - 0010590,2014-09-14,78,Distributor,USD,AXW291,881,18,12,1896.1000000000001,22753.2,796.3620000000001,US Ltd,Product 18,Galveston,Galveston County,TX,Texas,City,29.30139,-94.79778,409,50180,20320,39098,106576926,435622677,America/Chicago,Texas
10816,SO - 0003360,2014-09-14,133,Distributor,USD,AXW291,943,6,10,3953.0,39530.0,1818.38,Mydo Corp,Product 6,Dale City,Prince William County,VA,Virginia,CDP,38.63706,-77.31109,571,70381,20711,85462,36871510,45321,America/New York,Virginia
10817,SO - 0004772,2014-09-14,29,Wholesale,USD,NXH382,543,26,6,3973.1,23838.6,2781.1699999999996,Voolia Ltd,Product 26,Chicopee,Hampden County,MA,Massachusetts,City,42.1487,-72.60787,413,56741,22993,47684,59140442,2691137,America/New York,Massachusetts
10818,SO - 0007495,2014-09-14,105,Distributor,USD,AXW291,585,9,8,696.8000000000001,5574.400000000001,292.656,Oozz Group,Product 9,Dearborn,Wayne County,MI,Michigan,City,42.32226,-83.17631,313,95171,31502,47375,62756768,638955,America/Detroit,Michigan
10819,SO - 0007756,2014-09-14,30,Wholesale,USD,AXW291,386,15,7,703.5,4924.5,323.61,Shuffledri Group,Product 15,Addison (Township),DuPage County,IL,Illinois,Township,41.948,-87.98061,630,89715,30362,64652,82232906,1771401,America/Chicago,Illinois
10820,SO - 0007999,2014-09-14,5,Distributor,USD,AXW291,893,14,11,777.2,8549.2,606.216,Blogtags Ltd,Product 14,Longview,Harrison County/Gregg County,TX,Texas,City,32.51934,-94.76459,903,82287,30577,44544,144240687,262863,America/Chicago,Texas
10821,SO - 0010121,2014-09-14,60,Wholesale,USD,GUT930,571,30,7,1969.8,13788.6,1634.934,BTA Corp,Product 30,Ellicott City,Howard County,MD,Maryland,CDP,39.26733,-76.79831,410,68507,24341,114916,77599815,317859,America/New York,Maryland
10822,SO - 0010260,2014-09-14,43,Distributor,USD,FLR025,117,13,10,1855.9,18559.0,1113.54,Pacific Ltd,Product 13,Lancaster,Los Angeles County,CA,California,City,34.69804,-118.13674,661,161103,47427,47225,244230402,681671,America/Los Angeles,California
10823,SO - 0001322,2014-09-14,36,Wholesale,USD,FLR025,199,26,12,207.70000000000002,2492.4,137.08200000000002,Trunyx Ltd,Product 26,Sunnyvale,Santa Clara County,CA,California,City,37.36883,-122.03635,408,151754,55094,105401,56936612,1817655,America/Los Angeles,California
10824,SO - 0001501,2014-09-14,70,Distributor,USD,GUT930,498,23,7,1125.6000000000001,7879.200000000001,697.8720000000001,Cogidoo Company,Product 23,New Albany (Township),Floyd County,IN,Indiana,Township,38.31527,-85.83185,812,50145,19859,46329,99744029,1266016,America/Kentucky/Louisville,Indiana
10825,SO - 0001806,2014-09-14,13,Export,USD,AXW291,892,28,10,3926.2000000000003,39262.0,3219.484,Nexus Group,Product 28,Lewisville,Denton County/Dallas County,TX,Texas,City,33.04655,-96.98183,972,104039,38430,57267,94986734,15721445,America/Chicago,Texas
10826,SO - 0003645,2014-09-14,140,Wholesale,USD,FLR025,4,25,11,2505.8,27563.800000000003,1854.2920000000001,Safecor Corp,Product 25,Dothan,Dale County/Houston County/Henry County,AL,Alabama,City,31.2337,-85.40682,334,68567,25913,42426,232166237,835468,America/Chicago,Alabama
10827,SO - 0005430,2014-09-14,48,Distributor,USD,NXH382,228,19,6,3289.7000000000003,19738.2,1480.3650000000002,Rochester Group,Product 19,Castle Rock,Douglas County,CO,Colorado,Town,39.37221,-104.85609,303,55591,18721,88294,88307900,0,America/Denver,Colorado
10828,SO - 0005722,2014-09-14,106,Wholesale,USD,FLR025,593,25,10,1038.5,10385.0,498.47999999999996,Organon Corp,Product 25,Kentwood,Kent County,MI,Michigan,City,42.86947,-85.64475,616,51357,19860,49612,54140384,130633,America/Detroit,Michigan
10829,SO - 0005858,2014-09-14,53,Export,USD,AXW291,307,15,10,1768.8,17688.0,955.152,Kare Corp,Product 15,Kissimmee,Osceola County,FL,Florida,City,28.29196,-81.40757,407,69152,20765,37487,53929070,1760423,America/New York,Florida
10830,SO - 0006471,2014-09-14,96,Wholesale,USD,AXW291,920,26,5,1159.1000000000001,5795.500000000001,915.6890000000002,Thoughtmix Ltd,Product 26,The Woodlands,Harris County/Montgomery County,TX,Texas,CDP,30.17256,-95.50981,832,102911,38114,109917,111856589,1380351,America/Chicago,Texas
10831,SO - 0009299,2014-09-14,104,Wholesale,USD,AXW291,255,15,12,241.20000000000002,2894.4,103.71600000000001,Mydeo Ltd,Product 15,Hartford (Town),Hartford County,CT,Connecticut,Town,41.76593,-72.68158,959,124006,45239,30630,45016120,1748078,America/New York,Connecticut
10832,SO - 0002229,2014-09-14,68,Wholesale,USD,AXW291,405,28,8,2653.2000000000003,21225.600000000002,2069.496,True Ltd,Product 28,Cicero (Township),Cook County,IL,Illinois,Township,41.84454,-87.75929,708,83886,21721,41866,15190700,0,America/Chicago,Illinois
10833,SO - 0003993,2014-09-14,169,Wholesale,USD,AXW291,450,13,12,3825.7000000000003,45908.4,2907.532,Fivebridge Ltd,Product 13,Proviso,Cook County,IL,Illinois,Township,41.86472,-87.87119,708,151772,54255,53281,76908074,254,America/Chicago,Illinois
10834,SO - 0004215,2014-09-14,94,Distributor,USD,NXH382,9,19,11,1809.0,19899.0,1537.6499999999999,Browsetype Corp,Product 19,Tuscaloosa,Tuscaloosa County,AL,Alabama,City,33.20984,-87.56917,205,98332,32468,39351,159585773,26058465,America/Chicago,Alabama
10835,SO - 0005224,2014-09-14,141,Distributor,USD,AXW291,694,2,8,5554.3,44434.4,4276.811000000001,Skinder Group,Product 2,Lakewood,Ocean County,NJ,New Jersey,CDP,40.09789,-74.21764,848,51944,10395,37976,18335789,634460,America/New York,New Jersey
10836,SO - 000575,2014-09-14,151,Distributor,USD,NXH382,242,2,7,247.9,1735.3,163.614,Snaptags Ltd,Product 2,Westminster,Jefferson County/Adams County,CO,Colorado,City,39.88219,-105.06443,303,113130,42239,67081,82177513,6010635,America/Denver,Colorado
10837,SO - 000917,2014-09-14,44,Export,USD,GUT930,709,2,12,1025.1000000000001,12301.2,584.307,Fivechat Company,Product 2,Trenton,Mercer County,NJ,New Jersey,City,40.21705,-74.74294,609,84225,27844,34257,19589280,1659888,America/New York,New Jersey
10838,SO - 0004333,2014-09-14,18,Export,USD,GUT930,173,26,10,3819.0,38190.0,2444.16,Omba Group,Product 26,Salinas,Monterey County,CA,California,City,36.67774,-121.6555,831,157380,40892,49840,61150707,98696,America/Los Angeles,California
10839,SO - 0008613,2014-09-14,129,Distributor,USD,NXH382,621,1,6,3859.2000000000003,23155.2,1620.864,Sanum-Kehl Group,Product 1,Eden Prairie,Hennepin County,MN,Minnesota,City,44.85469,-93.47079,952,63496,24419,97640,84277872,7052445,America/Chicago,Minnesota
10840,SO - 0010164,2014-09-14,75,Wholesale,USD,NXH382,453,17,9,2284.7000000000003,20562.300000000003,1919.1480000000001,Cogilith Group,Product 17,Rockford (Township),Winnebago County,IL,Illinois,Township,42.24868,-89.07452,815,173110,69780,40391,287475255,4720906,America/Chicago,Illinois
10841,SO - 0001317,2014-09-15,90,Wholesale,USD,AXW291,349,26,11,227.8,2505.8,150.348,Aimbo Corp,Product 26,Wellington,Palm Beach County,FL,Florida,Village,26.65868,-80.24144,561,62560,19959,81047,116920914,1164323,America/New York,Florida
10842,SO - 0001553,2014-09-15,31,Distributor,USD,AXW291,687,25,12,5929.5,71154.0,2786.865,Golden Corp,Product 25,Gloucester,Camden County,NJ,New Jersey,Township,39.79219,-75.03606,856,63939,23354,71963,59452907,882737,America/New York,New Jersey
10843,SO - 0001588,2014-09-15,1,Wholesale,USD,AXW291,27,6,5,5842.400000000001,29212.000000000004,4557.072000000001,Geiss Company,Product 6,Goodyear,Maricopa County,AZ,Arizona,City,33.43532,-112.35821,623,79003,23882,70323,495203854,86125,America/Phoenix,Arizona
10844,SO - 0005368,2014-09-15,44,Export,USD,AXW291,632,4,5,2559.4,12797.0,1330.8880000000001,Fivechat Company,Product 4,Blue Springs,Jackson County,MO,Missouri,City,39.01695,-94.28161,816,54148,19132,63753,57890712,199618,America/Chicago,Missouri
10845,SO - 0005418,2014-09-15,113,Wholesale,USD,AXW291,896,16,8,2452.2000000000003,19617.600000000002,1324.1880000000003,Talane Group,Product 16,McAllen,Hidalgo County,TX,Texas,City,26.20341,-98.23001,956,140269,42225,44254,151143159,1038050,America/Chicago,Texas
10846,SO - 000492,2014-09-15,164,Distributor,USD,FLR025,24,13,11,261.3,2874.3,133.263,Divanoodle Ltd,Product 13,Flagstaff,Coconino County,AZ,Arizona,City,35.19807,-111.65127,928,70320,23292,48680,167575269,94667,America/Phoenix,Arizona
10847,SO - 0003023,2014-09-15,3,Wholesale,USD,FLR025,327,1,9,5326.5,47938.5,2237.13,Ascend Ltd,Product 1,Pensacola,Escambia County,FL,Florida,City,30.42131,-87.21691,850,53193,22103,45527,58529173,47045219,America/Chicago,Florida
10848,SO - 0005465,2014-09-15,30,Export,USD,NXH382,72,8,12,1159.1000000000001,13909.2,822.961,Shuffledri Group,Product 8,Davis,Yolo County,CA,California,City,38.54491,-121.74052,530,67666,24428,56463,25607394,90331,America/Los Angeles,California
10849,SO - 0006415,2014-09-15,91,Export,USD,AXW291,802,4,9,4013.3,36119.700000000004,2809.31,Zoonder Group,Product 4,Norman,Cleveland County,OK,Oklahoma,City,35.22257,-97.43948,405,120284,44911,51491,463011592,27576719,America/Chicago,Oklahoma
10850,SO - 0008000,2014-09-15,163,Distributor,USD,GUT930,898,1,11,2546.0,28006.0,1731.2800000000002,Zava Group,Product 1,Mesquite,Kaufman County/Dallas County,TX,Texas,City,32.76288,-96.58877,972,144788,47795,49604,122320600,479994,America/Chicago,Texas
10851,SO - 0009255,2014-09-15,32,Distributor,USD,AXW291,155,25,10,1038.5,10385.0,571.1750000000001,EMD Group,Product 25,Pleasanton,Alameda County,CA,California,City,37.66243,-121.87468,925,79510,26020,124759,62489257,386195,America/Los Angeles,California
10852,SO - 000864,2014-09-15,127,Export,USD,NXH382,454,1,6,2345.0,14070.0,1242.8500000000001,Topco Company,Product 1,Schaumburg,Cook County/DuPage County,IL,Illinois,Village,42.02901,-88.08366,630,74693,30011,74086,49947601,292112,America/Chicago,Illinois
10853,SO - 0001452,2014-09-15,35,Distributor,USD,GUT930,312,26,11,1038.5,11423.5,591.9449999999999,Aromaticos Company,Product 26,Margate,Broward County,FL,Florida,City,26.24453,-80.20644,954,57234,20651,42786,22943340,594611,America/New York,Florida
10854,SO - 0003130,2014-09-15,166,Distributor,USD,AXW291,647,29,12,1835.8,22029.6,1009.69,Brainspher Ltd,Product 29,Southaven,DeSoto County,MS,Mississippi,City,34.98898,-90.01259,662,52589,18393,58227,106938400,619709,America/Chicago,Mississippi
10855,SO - 0003517,2014-09-15,98,Export,USD,NXH382,345,29,10,1112.2,11122.0,934.248,Natures Group,Product 29,Tampa,Hillsborough County,FL,Florida,City,27.94752,-82.45843,813,369075,142232,44185,293748385,160056620,America/New York,Florida
10856,SO - 0004070,2014-09-15,39,Distributor,USD,NXH382,823,19,6,2646.5,15879.0,1243.855,Kazu Corp,Product 19,Erie,Erie County,PA,Pennsylvania,City,42.12922,-80.08506,814,99475,41131,34253,49558861,404131,America/New York,Pennsylvania
10857,SO - 0006826,2014-09-15,131,Export,USD,NXH382,610,25,8,3986.5,31892.0,2152.71,Rooxo Company,Product 25,Westland,Wayne County,MI,Michigan,City,42.3242,-83.40021,734,82000,33717,44641,52900386,39575,America/Detroit,Michigan
10858,SO - 0007139,2014-09-15,159,Wholesale,USD,AXW291,761,2,6,2418.7000000000003,14512.2,1910.7730000000004,Quaxo Ltd,Product 2,Rochester,Monroe County,NY,New York,City,43.15478,-77.61556,716,209802,85741,30960,92678538,3546651,America/New York,New York
10859,SO - 0009975,2014-09-15,157,Export,USD,AXW291,224,1,5,3819.0,19095.0,2864.25,Flipstorm Group,Product 1,Arvada,Jefferson County/Adams County,CO,Colorado,City,39.83373,-105.15031,303,115368,44615,69938,100047257,1882996,America/Denver,Colorado
10860,SO - 0008296,2014-09-15,131,Distributor,USD,AXW291,780,3,9,207.70000000000002,1869.3000000000002,97.619,Rooxo Company,Product 3,Columbus,Delaware County/Franklin County/Fairfield County,OH,Ohio,City,39.98524,-82.98477,614,850106,334724,45659,565783587,15247719,America/New York,Ohio
10861,SO - 0010323,2014-09-15,29,Export,USD,NXH382,222,17,5,2331.6,11658.0,1142.484,Voolia Ltd,Product 17,Yuba City,Sutter County,CA,California,City,39.14045,-121.61691,530,66941,21859,50649,38657275,201005,America/Los Angeles,California
10862,SO - 0009320,2014-09-15,161,Distributor,USD,AXW291,739,16,10,1735.3,17353.0,815.5909999999999,Aveda Group,Product 16,Clarkstown,Rockland County,NY,New York,Town,41.13418,-73.96573,845,87210,29518,104050,99629324,22277644,America/New York,New York
10863,SO - 0001101,2014-09-15,15,Wholesale,USD,NXH382,108,14,6,3758.7000000000003,22552.2,3082.134,Centizu Company,Product 14,Inglewood,Los Angeles County,CA,California,City,33.96168,-118.35313,424,111666,36667,42044,23485845,63502,America/Los Angeles,California
10864,SO - 0001846,2014-09-15,137,Wholesale,USD,AXW291,926,23,12,1969.8,23637.6,1378.86,Aldi Ltd,Product 23,Lehi,Utah County,UT,Utah,City,40.39162,-111.85077,385,58486,13732,77662,71482592,950026,America/Denver,Utah
10865,SO - 0002460,2014-09-15,140,Wholesale,USD,AXW291,639,15,7,6371.7,44601.9,5288.5109999999995,Safecor Corp,Product 15,O'Fallon,St. Charles County,MO,Missouri,City,38.81061,-90.69985,636,85040,29811,78266,76915110,12882,America/Chicago,Missouri
10866,SO - 0002821,2014-09-15,30,Wholesale,USD,NXH382,161,25,6,1936.3,11617.8,1103.6909999999998,Shuffledri Group,Product 25,Redding,Shasta County,CA,California,City,40.58654,-122.39168,530,91582,35436,43341,154485022,3957246,America/Los Angeles,California
10867,SO - 0004040,2014-09-15,67,Wholesale,USD,GUT930,79,14,5,1005.0,5025.0,572.8499999999999,Skyble Corp,Product 14,El Cajon,San Diego County,CA,California,City,32.79477,-116.96253,619,103679,32564,45925,37516310,0,America/Los Angeles,California
10868,SO - 0004921,2014-09-15,105,Wholesale,USD,AXW291,583,16,10,770.5,7705.0,392.955,Oozz Group,Product 16,Canton,Wayne County,MI,Michigan,Charter Township,42.30754,-83.48577,734,89879,31505,83943,93522046,76187,America/Detroit,Michigan
10869,SO - 0006575,2014-09-15,127,Wholesale,USD,AXW291,226,5,8,2680.0,21440.0,2251.2,Topco Company,Product 5,Boulder,Boulder County,CO,Colorado,City,40.01499,-105.27055,303,107349,42165,58484,64333756,2612601,America/Denver,Colorado
10870,SO - 0009876,2014-09-15,71,Distributor,USD,FLR025,6,5,12,2231.1,26773.199999999997,1762.569,Remedy Ltd,Product 5,Huntsville,Limestone County/Madison County,AL,Alabama,City,34.69901,-86.67298,256,190582,78554,48775,552604579,3452021,America/Chicago,Alabama
10871,SO - 0009609,2014-09-15,113,Distributor,USD,NXH382,992,23,7,1259.6000000000001,8817.2,617.2040000000001,Talane Group,Product 23,West Allis,Milwaukee County,WI,Wisconsin,City,43.01668,-88.00703,414,60620,27457,45221,29480532,60789,America/Chicago,Wisconsin
10872,SO - 0009185,2014-09-15,128,Wholesale,USD,NXH382,728,27,7,227.8,1594.6000000000001,177.68400000000003,Cantrell Company,Product 27,Spring Valley,Clark County,NV,Nevada,CDP,36.10803,-115.245,702,183937,70748,50192,86125947,0,America/Los Angeles,Nevada
